body,title,url
,,https://bit.ly/2jmdiXT
,María Elena Morera,http://www.eluniversal.com.mx/autor-opinion/articulistas/maria-elena-morera
"El año 2019 todavía es joven, pero un par de meses en Instagram es demasiado tiempo (tantas selfies en tan poco tiempo).
Ya sea que tengan los fans más convincentes, las celebridades con el mayor número de seguidores cambian de un día para otro y hoy la que manda en este negocio es la cantante Ariana Grande quien desplazó a Selena Gomez y a la propia Kim Kardashian que meses atrás dominaban el top.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Ariana Grande (@arianagrande) el 21 Mar, 2019 a las 12:04 PDT


La intérprete de ""I can't get enough"" y ""Wolves"" cuenta con 151 millones de seguidores en las plataformas digitales, mientras que la pareja de Kanye West tiene 141 millones.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Selena Gomez (@selenagomez) el 15 May, 2019 a las 7:58 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Kim Kardashian West (@kimkardashian) el 26 Abr, 2019 a las 10:25 PDT


En tanto, Kylie Jenner entra en la cuarta posición con 137 millones de fans y, finalmente, la exintegrante Destiny's Child, se lleva el quinto puesto con 128 millones.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Kylie (@kyliejenner) el 7 May, 2019 a las 10:42 PDT


Por su parte, la maniquí Kendall Jenner no se despega de sus hermanas, ya que, cuenta con 122 millones de followers; la rapera Nicki Minaj causó sorpresa en la lista, puesto que, arrasó con 103 millones de fans, así como Miley Cyrus, quien ha logrado cautivar a sus 94 millones de fanáticos, con su nueva faceta fatal.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Kendall (@kendalljenner) el 29 Mar, 2019 a las 12:48 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Barbie® (@nickiminaj) el 17 Mar, 2019 a las 1:04 PDT



 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Ashley O (@mileycyrus) el 19 Mar, 2019 a las 12:31 PDT


",,https://www.elgrafico.mx/espectaculos/ellas-son-las-reinas-de-instagram-en-lo-que-va-del-2019
,Andrew Selee,http://www.eluniversal.com.mx/autor-opinion/articulistas/andrew-selee
"La banda de rock Los Amigos Invisibles se presentarán en el municipio de Naucalpan, el 15 de junio donde estarán acompañados del grupo La Garfield.
Dicho concierto se efectuará en el Foro Felipe Villanueva dentro del Parque Naucalli ubicado   boulevard Manuel Ávila Camacho de esta municipalidad.
Los precios de los boletos es el siguiente: General 665 pesos, Sección A 606 y Sección B 492.
El concierto de Los Amigos Invisibles comenzará a las 20:30 horas y es un evento para todas las edades.
Si quieres comprar tus boletos, pulsa aquí.
VER: Enparejados, la obra que estará en Toluca
",Los Amigos Invisibles en Naucalpan: Compra tus boletos,http://www.unionedomex.mx/articulo/2019/06/07/espectaculos/los-amigos-invisibles-en-naucalpan-compra-tus-boletos
"
Norberto Ronquillo, estudiante de la Universidad del Pedregal, fue secuestrado este martes 4 de junio. Sus padres pagaron el rescate para que lo regresaran con vida, sin embargo, el joven no ha regresado con su familia.
En un comunicado de prensa, la Universidad del Pedregal confirmó el hecho, e incluso, pospuso la graduación de la generación de Norberto, ya que todos sus compañeros exigen su regreso y las autoridades siguen investigando el caso.
En redes sociales inició la campaña #NosFaltaNorberto, con la que han presionado a las autoridades para la resolución del caso.
El estudiante de Mercadotecnia Internacional fue privado de su libertad al salir de esta universidad, ubicada en la alcaldía de Tlalpan. El joven se retiró de las instalaciones alrededor de las 21:00 hrs.
Los compañeros de Ronquillo Hernández se tomaron la fotografía de la generación con pancartas que decían: “#NosFaltaNorberto"". El propósito fue exigir justicia y anunciaron que este viernes realizarán una marcha por su amigo desaparecido.
En el noticiario ""En Punto"", uno de sus compañeros, con lágrimas, pidió: “que lo regresen, queremos que se gradúe con nosotros"".

INCIDENCIA DELICTIVA NACIONAL 2019

 ","""Nos falta Norberto""... así fue la foto de generación por su compañero secuestrado",http://www.eluniversal.com.mx/metropoli/cdmx/nos-falta-norberto-asi-fue-la-foto-de-generacion-por-su-companero-secuestrado
"
Read in English
La fianza por 50 millones de dólares impuesta al mexicano Naasón Merarí Joaquín García, líder de la asociación religiosa La Luz del Mundo, se fijó en ese monto por el temor de que los feligreses reunieran el dinero y él huyera del país, informó hoy el fiscal general de California, Xavier Becerra.
El fiscal Xavier Becerra informó que las víctimas hasta ahora son tres niñas y una adulta, pero Becerra señaló que “es difícil de creer que sólo sean cuatro. Aquí hay un patrón”.
En conferencia de prensa, Becerra indicó que se temía que la fianza propuesta originalmente, de 25 millones de dólares, pudiera ser reunida por el acusado, de 50 años, detenido al aterrizar, el pasado lunes, en el Aeropuerto Internacional de Los Ángeles. Por eso se fijó en 50 millones, el monto máximo que se ha determinado en California para un acusado, según el fiscal.
Lee también: Así informaron medios internacionales la detención del líder de La Luz del Mundo
Para las otras dos detenidas se fijó una fianza distinta: 25 millones de dólares en el caso de Alondra Ocampo, de 36 años y quien fue arrestada en el condado de Los Ángeles, y 5 millones de dólares para Susana Medina Oaxaca, de 24 años y arrestada junto con Nassón. Una cuarta acusada, Azalea Rangel, se mantiene fugitiva.
Becerra pidió a cualquier persona que haya sido víctima o que tenga información que sea importante para avanzar el caso contra los acusados que denuncie. Confirmó que el líder de La Luz del Mundo está acusado de explotación infantil, de tener relaciones sexuales con niños y de trabajar conjuntamente con sus coacusadas para tráfico humano.
Rechazó calificar al acusado como líder religioso.



Artículo


Lo que sabemos sobre el arresto del líder de la Luz del Mundo, Naasón Joaquín García

Nación


El dirigente de esta iglesia está acusado de tráfico de personas, producción de pornografía infantil, violación de una menor, entre otros. Aquí te presentamos lo que sabemos del caso 








Jugar con las mentes de padres de niños de 14 años, eso no es ser un líder religioso. Es ser una persona enferma, una persona demente”, enfatizó.
​​
Finalmente, indicó que la próxima comparecencia de los acusados tendrá lugar el lunes.
lsm/ml
","Tres niñas, víctimas del líder de la Luz del Mundo, asegura el fiscal de California ",https://www.eluniversal.com.mx/mundo/tres-ninas-victimas-del-lider-de-la-luz-del-mundo-asegura-el-fiscal-de-california
,,https://www.revistaclase.mx/gente-con-clase/pese-criticas-nicole-pena-mas-enamorada-que-nunca-del-sobrino-de-angelica-rivera
,"Matcha Mio, un paraíso dedicado al matcha",http://www.eluniversal.com.mx/menu
"La Fundación Carlos Slim ofrece una serie de cursos que se pueden tomar gratis en línea a través de diferentes plataformas.
Capacítate para el empleo es una plataforma que ofrece más de cien cursos diferentes, con los cuales puedes aprender un oficio, el cual te puede ayudar a conseguir un empleo o emprender un negocio. Además de los cursos, se ofrecen Rutas de aprendizaje, que te permitirán mejorar tu rendimiento, desarrollar nuevos conocimientos y competencias y obtener un certificado que acredite tu aprendizaje. 
Académica es una Comunidad Digital de Conocimiento de la Fundación Carlos Slim, la cual fue creada para promover la generación e intercambio de saberes de diversas áreas. A través de esta plataforma accedes a cursos sobre diferentes áreas del conocimiento, los cuales son impartidos por varias instituciones académicas.
Aprende.org es una plataforma que congrega varias iniciativas de la Fundación Carlos Slim, las cuales ofrecen cursos y capacitaciones en todos los niveles, desde educación inicial, básica, media superior, superior; también hay cursos para maestros, sobre historia, arte, capacitación digital.
Khan Academy es un aliado estratégico de la Fundación Carlos Slim. Ofrece materiales para alumnos desde el 1º de primaria al sexto semestre de bachillerato. La finalidad de Khan Academy es fomentar el aprendizaje a través de un ambiente lúdico.
Pruéba-T es una plataforma diseñada por la Fundación Carlos Slim, la cual va dirigida a docentes, estudiantes y en general para todas las personas interesadas en la educación. Su objetivo es brindar una herramienta educativa que, a manera de juego, motive a los estudiantes a desarrollar sus habilidades cognitivas, aprender y prepararse, mediante la resolución de pruebas digitales.
Todos estos cursos son gratis, para tomarlos solo debes registrarte.
 
",Fundación Carlos Slim: Cursos gratis en línea para todos,http://www.unioncdmx.mx/articulo/2019/06/03/educacion/fundacion-carlos-slim-cursos-gratis-en-linea-para-todos
, Trump agradece a AMLO y a Ebrard por acuerdo migratorio  ,http://www.eluniversal.com.mx/#
,,https://bit.ly/2R4aSQY
,Bellezas escondidas en la CDMX,http://www.eluniversal.com.mx/espectaculos
